"Data Source","Country/Region Name","Product Name","Element Name","Units","Year","Value"
"CBS","Argentina","Maize","Exports (NMY)","Million tonnes","2000/01","11.946"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2018/19","16.738"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2017/18","15.207"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2016/17","14.529"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2015/16","12.034"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2014/15","11.097"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2013/14","8.917"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2012/13","4.357"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2011/12","4.359"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2010/11","4.281"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2009/10","3.012"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2008/09","3.501"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2007/08","3.906"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2006/07","4.047"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2005/06","4.011"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2004/05","3.887"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2003/04","3.051"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2002/03","3.542"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2001/02","4.495"
"CBS","Argentina","Maize","Feed Use","Million tonnes","2000/01","3.673"
"CBS","Argentina","Maize","Food Use","Million tonnes","2018/19","0.316"
"CBS","Argentina","Maize","Food Use","Million tonnes","2017/18","0.313"
"CBS","Argentina","Maize","Food Use","Million tonnes","2016/17","0.31"
"CBS","Argentina","Maize","Food Use","Million tonnes","2015/16","0.307"
"CBS","Argentina","Maize","Food Use","Million tonnes","2014/15","0.305"
"CBS","Argentina","Maize","Food Use","Million tonnes","2013/14","0.3"
"CBS","Argentina","Maize","Food Use","Million tonnes","2012/13","0.295"
"CBS","Argentina","Maize","Food Use","Million tonnes","2011/12","0.295"
"CBS","Argentina","Maize","Food Use","Million tonnes","2010/11","0.295"
"CBS","Argentina","Maize","Food Use","Million tonnes","2009/10","0.295"
"CBS","Argentina","Maize","Food Use","Million tonnes","2008/09","0.29"
"CBS","Argentina","Maize","Food Use","Million tonnes","2007/08","0.29"
"CBS","Argentina","Maize","Food Use","Million tonnes","2006/07","0.28"
"CBS","Argentina","Maize","Food Use","Million tonnes","2005/06","0.28"
"CBS","Argentina","Maize","Food Use","Million tonnes","2004/05","0.275"
"CBS","Argentina","Maize","Food Use","Million tonnes","2003/04","0.27"
"CBS","Argentina","Maize","Food Use","Million tonnes","2002/03","0.265"
"CBS","Argentina","Maize","Food Use","Million tonnes","2001/02","0.26"
"CBS","Argentina","Maize","Food Use","Million tonnes","2000/01","0.26"
"CBS","Argentina","Maize","Government Stocks","Million tonnes","2009/10","0.0"
"CBS","Argentina","Maize","Government Stocks","Million tonnes","2008/09","0.0"
"CBS","Argentina","Maize","Government Stocks","Million tonnes","2007/08","0.0"
"CBS","Argentina","Maize","Government Stocks","Million tonnes","2006/07","0.0"
"CBS","Argentina","Maize","Government Stocks","Million tonnes","2005/06","0.0"
"CBS","Argentina","Maize","Government Stocks","Million tonnes","2004/05","0.0"
"CBS","Argentina","Maize","Government Stocks","Million tonnes","2003/04","0.0"
"CBS","Argentina","Maize","Government Stocks","Million tonnes","2002/03","0.0"
"CBS","Argentina","Maize","Government Stocks","Million tonnes","2001/02","0.0"
"CBS","Argentina","Maize","Government Stocks","Million tonnes","2000/01","0.0"
"CBS","Argentina","Maize","Imports","Million tonnes","2018/19","0.0040"
"CBS","Argentina","Maize","Imports","Million tonnes","2017/18","0.0040"
"CBS","Argentina","Maize","Imports","Million tonnes","2016/17","0.0040"
"CBS","Argentina","Maize","Imports","Million tonnes","2015/16","0.0040"
"CBS","Argentina","Maize","Imports","Million tonnes","2014/15","0.0040"
"CBS","Argentina","Maize","Imports","Million tonnes","2013/14","0.0040"
"CBS","Argentina","Maize","Imports","Million tonnes","2012/13","0.0040"
"CBS","Argentina","Maize","Imports","Million tonnes","2011/12","0.0040"
"CBS","Argentina","Maize","Imports","Million tonnes","2010/11","0.0040"
"CBS","Argentina","Maize","Imports","Million tonnes","2009/10","0.0040"
"CBS","Argentina","Maize","Imports","Million tonnes","2008/09","0.0040"
"CBS","Argentina","Maize","Imports","Million tonnes","2007/08","0.0040"
"CBS","Argentina","Maize","Imports","Million tonnes","2006/07","0.0040"
"CBS","Argentina","Maize","Imports","Million tonnes","2005/06","0.0060"
"CBS","Argentina","Maize","Imports","Million tonnes","2004/05","0.0050"
"CBS","Argentina","Maize","Imports","Million tonnes","2003/04","0.0010"
"CBS","Argentina","Maize","Imports","Million tonnes","2002/03","0.0030"
"CBS","Argentina","Maize","Imports","Million tonnes","2001/02","0.0010"
"CBS","Argentina","Maize","Imports","Million tonnes","2000/01","0.0010"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2018/19","0.0040"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2017/18","0.0040"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2016/17","0.0040"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2015/16","0.0040"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2014/15","0.0040"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2013/14","0.0040"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2012/13","0.0040"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2011/12","0.0040"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2010/11","0.0040"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2009/10","0.0040"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2008/09","0.0040"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2007/08","0.0040"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2006/07","0.0040"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2005/06","0.0060"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2004/05","0.0050"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2003/04","0.0010"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2002/03","0.0030"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2001/02","0.0010"
"CBS","Argentina","Maize","Imports (NMY)","Million tonnes","2000/01","0.0010"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2018/19","10.0"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2017/18","5.0"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2016/17","4.0"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2015/16","4.0"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2014/15","2.5"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2013/14","0.8"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2012/13","2.5"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2011/12","1.0"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2010/11","0.5"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2009/10","1.4"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2008/09","2.4"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2007/08","0.9"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2006/07","1.4"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2005/06","0.5"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2004/05","0.778"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2003/04","0.754"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2002/03","0.997"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2001/02","0.923"
"CBS","Argentina","Maize","Opening Stocks","Million tonnes","2000/01","0.97"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2018/19","3.25"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2017/18","3.0"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2016/17","2.5"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2015/16","2.5"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2014/15","3.0"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2013/14","2.5"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2012/13","1.1"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2011/12","1.3"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2010/11","1.1"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2009/10","0.7"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2008/09","1.2"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2007/08","1.2"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2006/07","1.0"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2005/06","1.1"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2004/05","0.5"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2003/04","0.8"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2002/03","0.5"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2001/02","0.9"
"CBS","Argentina","Maize","Other Uses","Million tonnes","2000/01","0.95"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2018/19","7.1"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2017/18","7.1"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2016/17","7.1"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2015/16","7.1"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2014/15","7.1"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2013/14","7.1"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2012/13","7.0"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2011/12","7.1"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2010/11","7.2"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2009/10","7.2"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2008/09","7.2"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2007/08","7.3"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2006/07","7.1"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2005/06","7.2"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2004/05","7.1"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2003/04","7.0"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2002/03","7.0"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2001/02","6.9"
"CBS","Argentina","Maize","Per Capita Food Use","Kg/Yr","2000/01","7.0"
"CBS","Argentina","Maize","Production","Million tonnes","2018/19","43.3"
"CBS","Argentina","Maize","Production","Million tonnes","2017/18","49.5"
"CBS","Argentina","Maize","Production","Million tonnes","2016/17","39.8"
"CBS","Argentina","Maize","Production","Million tonnes","2015/16","33.8"
"CBS","Argentina","Maize","Production","Million tonnes","2014/15","33.0"
"CBS","Argentina","Maize","Production","Million tonnes","2013/14","32.1"
"CBS","Argentina","Maize","Production","Million tonnes","2012/13","21.197"
"CBS","Argentina","Maize","Production","Million tonnes","2011/12","23.8"
"CBS","Argentina","Maize","Production","Million tonnes","2010/11","22.677"
"CBS","Argentina","Maize","Production","Million tonnes","2009/10","13.121"
"CBS","Argentina","Maize","Production","Million tonnes","2008/09","22.017"
"CBS","Argentina","Maize","Production","Million tonnes","2007/08","21.755"
"CBS","Argentina","Maize","Production","Million tonnes","2006/07","14.446"
"CBS","Argentina","Maize","Production","Million tonnes","2005/06","20.483"
"CBS","Argentina","Maize","Production","Million tonnes","2004/05","14.951"
"CBS","Argentina","Maize","Production","Million tonnes","2003/04","15.045"
"CBS","Argentina","Maize","Production","Million tonnes","2002/03","14.712"
"CBS","Argentina","Maize","Production","Million tonnes","2001/02","15.359"
"CBS","Argentina","Maize","Production","Million tonnes","2000/01","16.781"
"CBS","Argentina","Maize","Supply","Million tonnes","2018/19","53.3"
"CBS","Argentina","Maize","Supply","Million tonnes","2017/18","54.5"
"CBS","Argentina","Maize","Supply","Million tonnes","2016/17","43.8"
"CBS","Argentina","Maize","Supply","Million tonnes","2015/16","37.8"
"CBS","Argentina","Maize","Supply","Million tonnes","2014/15","35.5"
"CBS","Argentina","Maize","Supply","Million tonnes","2013/14","32.9"
"CBS","Argentina","Maize","Supply","Million tonnes","2012/13","23.697"
"CBS","Argentina","Maize","Supply","Million tonnes","2011/12","24.8"
"CBS","Argentina","Maize","Supply","Million tonnes","2010/11","23.177"
"CBS","Argentina","Maize","Supply","Million tonnes","2009/10","14.521"
"CBS","Argentina","Maize","Supply","Million tonnes","2008/09","24.417"
"CBS","Argentina","Maize","Supply","Million tonnes","2007/08","22.655"
"CBS","Argentina","Maize","Supply","Million tonnes","2006/07","15.846"
"CBS","Argentina","Maize","Supply","Million tonnes","2005/06","20.983"
"CBS","Argentina","Maize","Supply","Million tonnes","2004/05","15.729"
"CBS","Argentina","Maize","Supply","Million tonnes","2003/04","15.799"
"CBS","Argentina","Maize","Supply","Million tonnes","2002/03","15.709"
"CBS","Argentina","Maize","Supply","Million tonnes","2001/02","16.282"
"CBS","Argentina","Maize","Supply","Million tonnes","2000/01","17.751"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2018/19","53.304"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2017/18","54.504"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2016/17","43.804"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2015/16","37.804"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2014/15","35.504"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2013/14","32.904"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2012/13","23.701"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2011/12","24.804"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2010/11","23.181"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2009/10","14.525"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2008/09","24.421"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2007/08","22.659"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2006/07","15.85"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2005/06","20.989"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2004/05","15.734"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2003/04","15.8"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2002/03","15.712"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2001/02","16.283"
"CBS","Argentina","Maize","Total Supply","Million tonnes","2000/01","17.752"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2018/19","53.304"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2017/18","54.504"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2016/17","43.804"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2015/16","37.804"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2014/15","35.504"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2013/14","32.904"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2012/13","23.701"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2011/12","24.804"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2010/11","23.181"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2009/10","14.525"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2008/09","24.421"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2007/08","22.659"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2006/07","15.85"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2005/06","20.989"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2004/05","15.734"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2003/04","15.8"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2002/03","15.712"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2001/02","16.283"
"CBS","Argentina","Maize","Total Utilization","Million tonnes","2000/01","17.752"
"CBS","Argentina","Maize","Utilization","Million tonnes","2018/19","20.304"
"CBS","Argentina","Maize","Utilization","Million tonnes","2017/18","18.52"
"CBS","Argentina","Maize","Utilization","Million tonnes","2016/17","17.339"
"CBS","Argentina","Maize","Utilization","Million tonnes","2015/16","14.841"
"CBS","Argentina","Maize","Utilization","Million tonnes","2014/15","14.402"
"CBS","Argentina","Maize","Utilization","Million tonnes","2013/14","11.717"
"CBS","Argentina","Maize","Utilization","Million tonnes","2012/13","5.752"
"CBS","Argentina","Maize","Utilization","Million tonnes","2011/12","5.954"
"CBS","Argentina","Maize","Utilization","Million tonnes","2010/11","5.676"
"CBS","Argentina","Maize","Utilization","Million tonnes","2009/10","4.007"
"CBS","Argentina","Maize","Utilization","Million tonnes","2008/09","4.991"
"CBS","Argentina","Maize","Utilization","Million tonnes","2007/08","5.396"
"CBS","Argentina","Maize","Utilization","Million tonnes","2006/07","5.327"
"CBS","Argentina","Maize","Utilization","Million tonnes","2005/06","5.391"
"CBS","Argentina","Maize","Utilization","Million tonnes","2004/05","4.662"
"CBS","Argentina","Maize","Utilization","Million tonnes","2003/04","4.121"
"CBS","Argentina","Maize","Utilization","Million tonnes","2002/03","4.307"
"CBS","Argentina","Maize","Utilization","Million tonnes","2001/02","5.655"
"CBS","Argentina","Maize","Utilization","Million tonnes","2000/01","4.883"
"CBS","Argentina","Maize","Yield","Tonnes/Ha","2018/19","4.865"
"CBS","Argentina","Maize","Yield","Tonnes/Ha","2017/18","5.837"
"CBS","Argentina","Maize","Yield","Tonnes/Ha","2016/17","5.768"
"CBS","Argentina","Maize","Yield","Tonnes/Ha","2015/16","5.633"
"CBS","Argentina","Maize","Yield","Tonnes/Ha","2014/15","5.41"
"CBS","Argentina","Maize","Yield","Tonnes/Ha","2013/14","5.262"
"CBS","Argentina","Maize","Yield","Tonnes/Ha","2012/13","4.239"
"CBS","Argentina","Maize","Yield","Tonnes/Ha","2011/12","5.219"
"CBS","Argentina","Maize","Yield","Tonnes/Ha","2010/11","7.812"
"CBS","Argentina","Maize","Yield","Tonnes/Ha","2009/10","5.576"
"CBS","Argentina","Maize","Yield","Tonnes/Ha","2008/09","6.453"
"CBS","Argentina","Maize","Yield","Tonnes/Ha","2007/08","7.666"
"CBS","Argentina","Maize","Yield","Tonnes/Ha","2006/07","5.904"
